Title,Author,ISBN Valid,Publisher,Subjects,i,Subjects_fine
L'approche centrée sur la personne : anthologie de textes /,"Carl R. (Carl Ransom), Rogers",2881220282; 9782881220289,Ed Randin,psychotherapie; rogers carl,12302,psychotherapie rogers carl anthologie; rogers carl anthologie
"Ville végétale, ville écolo : quand nous végétaliserons enfin nos villes /",Jean-Noël Carpentier,9782362794582; 236279458X,Alma éditeur,ecologie urbaine; urbanisme; urbanisme durable; villes,12303,ecologie urbaine; urbanisme; urbanisme durable; vegetalisation; villes
Dico atlas des migrations /,Pierre Henry,9782701175546; 2701175542,Belin,atlas; dictionnaires francais; emigration et immigration; immigres,12304,atlas; dictionnaires francais; emigration et immigration; immigres
Oeuvres /,Friedrich Nietzsche,9782070114313; 2070114317; 9782070117222; 2070117227; 9782072849022; 2072849020,Gallimard,,12305,
Topographie de la passion : essai sur le corps et ses mots /,Paul Audi,2909422429; 9782909422428,Encre marine,psychologie,12306,passion psychologie philosophie
Histoires de foulards : 100 ans de scoutisme vaudois : 1912-2012 /,,9782884131964; 2884131965,Atelier Grand; Ed Ouverture,,12307,association du scoutisme vaudois
Face au visage : XXe-XXIe siècle /,Itzhak.... Goldberg,9782850889387; 2850889385,Citadelles & Mazenod,20e siecle; 21e siecle; femmes dans lart; portraits,12308,art 20e siecle; art 21e siecle; portraits dans lart; visage dans lart
La langue sauvée : histoire d'une jeunesse (1905-1921) /,Elias Canetti,2226009671; 9782226009678,Albin Michel,,12309,
Le livre en colère ! /,Cédric Ramadier,9782211229906; 2211229905,L'Ecole des loisirs,colere; livres dimages,12310,colere; livres dimages
Intégrer la différenciation pédagogique et la planification à rebours /,Carol Ann Tomlinson,9782765029953; 2765029954,Chenelière Education,apprentissage; enseignement individualise; programmes detudes,12311,apprentissage; enseignement individualise; programmes detudes
Psychologie des apprentissages scolaires /,,9782807300040; 2807300049,De Boeck,psychologie de lapprentissage; psychologie de leducation,12312,psychologie de lapprentissage; psychologie de leducation
Faut-il avoir peur de l'évaluation ? /,Charles Hadji,9782804168735; 2804168735,De Boeck,education recherche scientifique methodologie; ethique; evaluation; evaluation du systeme scolaire; methodologie,12313,evaluation; evaluation du systeme scolaire; evaluation ethique; evaluation formation education; evaluation formation education ethique; evaluation formation education methodologie; evaluation methodologie
La régulation des apprentissages en classe /,Lucie Mottier Lopez,9782804170370; 2804170373,De Boeck,apprentissage; education; eleves; evaluation; sciences de leducation,12314,apprentissage; education; eleves; evaluation; sciences de leducation
Vers une gestion éducative de la classe /,"Jean, Pédagogue Archambault",9782804105389; 2804105385,De Boeck,apprentissage psychologie ecole eleve motivation; classe enseignement gestion psychopedagogie; eleve enseignant motivation,12315,apprentissage psychologie ecole eleve motivation; classe enseignement gestion psychopedagogie; eleve enseignant motivation
Apprendre avec le numérique : mythes et réalités /,Franck Amadieu,9782725633206; 2725633206,Retz,education; enseignement; methodologie; multimedias; technologie educative; technologies de linformation et de la communication,12316,education; enseignement; methodologie; multimedias; nouvelles technologies de linformation et de la communication; technologie educative
Le guide de votre prévoyance : [comment financer ses projets de vie et se préparer une belle retraite] /,Pierre Novello,9782970041832; 2970041839,P Novello,assuranceinvalidite; caisses de retraite; conseillers en gestion de patrimoine; guides pratiques; pensions de vieillesse; regimes de retraite; suisse,12317,assurance vieillesse et survivants prevoyance individuelle prevoyance professionnelle retraite suisse; caisses de retraite; conseillers en gestion de patrimoine; guides pratiques et mementos; pensions de vieillesse; regimes de retraite; suisse
Voyage entre deux vies /,David Perroud,9782359020069; 2359020064,Simbiose éd,,12318,
Apprendre à  philosopher par la discussion : pourquoi ? comment ? /,,9782804155230; 2804155234,De Boeck,apprentissage psychologie ecole eleve motivation; philosophie etude et enseignement,12319,discussion apprentissage psychologie eleve; philosophie enseignement
L'énigme de la chambre 622 : roman /,Joël Dicker,9791032102381,Editions de Fallois,roman policier,12320,roman policier
Les choses : une histoire des années soixante /,Georges Perec,,Julliard,,12321,
"Gérer les ressources humaines : des théories aux outils, un concept intégré par processus, compatible avec les normes de qualité /",Yves Emery,9782880748425; 2880748429,Presses polytechniques et universitaires romandes,personnel management; ressources humaines,12322,gestion des ressources humaines; personnel management; staff development
Méthodologie de la recherche qualitative : les 10 questions clés de la démarche compréhensive /,Hervé Dumez,9782311407693; 2311407694,Vuibert,qualitative research; recherche qualitative,12323,qualitative research; recherche qualitative; recherche qualitative methodologie
Physiologie du sport et de l'exercice /,W. Larry Kenney,9782807326217; 2807326218,De Boeck Supérieur,condition physique; exercices physiques; manuels denseignement superieur; metabolisme energetique; physical endurance; physical fitness; physiologie; sports; sports physiology,12324,condition physique; exercices physiques; exercices physiques physiologie; manuels denseignement superieur; metabolisme energetique; physical endurance; physical fitness; physiologie; sports; sports physiologie; sports physiology
Les cellules : une histoire de la vie /,Christian.... Sardet,9782379223563; 2379223564,Ulmer,cells; cytologie; ouvrages illustres,12325,cellules; cytologie; ouvrages illustres
L'image-mouvement /,Gilles Deleuze,2707306592; 9782707306593,Ed de Minuit,cinema et revolution; esthetique; image; langage cinematographique; montage; perception de soi; theorie,12326,cinema image mouvement; esthetique; image; langage cinematographique; montage; mouvement dans les films; perception; theorie
The Collector /,Daniel Silva,0008280681; 9780008280680,Harper Collins UK,,12327,
"Manipuler et expérimenter en mathématiques : agir, réfléchir, faire des maths autrement /",Thierry Dias,9782210504073; 2210504074,Magnard,lecture etude et enseignement primaire; mathematiques; mathematiques etude et enseignement primaire; problemes et exercices,12328,mathematiques; mathematiques etude et enseignement primaire; problemes et exercices; raisonnement etude et enseignement primaire
L'entretien /,Alain Blanchet,9782200248093; 2200248091,A Colin,entretiens en sociologie; sciences sociales,12329,entretiens en ethnologie; entretiens en sociologie; sciences sociales
Käthe Kollwitz : Werkverzeichnis der Graphik /,Alexandra von dem Knesebeck,3857730404; 9783857730405,Verl Kornfeld,,12330,kollwitz kathe gravure catalogue raisonne
Tuk-tuk express /,Didier Lévy,9782368361634; 2368361634,ABC Melody,livres dimages; thailande,12331,bangkok thailande; livres dimages
Droit international économique : une introduction (y inclus le droit des relations économiques extérieures de la Suisse) /,Andreas Roland.... Ziegler,9783727207419; 3727207418,Stämpfli,aussenhandel; grundlagenwerk; schweiz; volkerrecht; wirtschaftsrecht,12332,aussenhandel; grundlagenwerk; internationales wirtschaftsrecht; schweiz; volkerrecht
"Beccaria et la culture juridique des Lumières : (actes du colloque européen de Genève, 25-26 novembre 1995 [i.e. 1994]) : études historiques /",,260000176X; 9782600001762,Droz,,12333,droit penal beccaria cesare lumieres 18e s congres
Le Code pénal vaudois de 1843 (partie générale) : ou l'éclectisme comme expression de la pensée pénale libérale /,Pascal Gilliéron,2884541268; 9782884541268,Bibliothèque Historique Vaudoise,droit suisse; vaud suisse,12334,droit penal vaud suisse; vaud suisse code penal
Hygiène publique /,Friedrich Schmid,,KJ Wyss,bibliographie; hygiene; public health; switzerland,12335,bibliography; hygiene; hygiene publique suisse bibliographie; public health; sanitation; switzerland
Max est racketté /,Dominique de Saint Mars,9782884453769; 2884453768,Calligram,bandes dessinees; ouvrages pour la jeunesse,12336,bandes dessinees; extorsion; ouvrages pour la jeunesse
"Palestine, dans la bande de Gaza /",Joe Sacco,2908981262; 9782908981261,Vertige Graphic,bandes dessinees,12337,bandes dessinees
Le Tartuffe ; Dom Juan ; Le Misanthrope /,Molière,9782070363322; 2070363325,Gallimard,,12338,
Français littérature : classes des lycées : nouveau programme /,,9782091616636; 209161663X,Nathan,anthologies; ecrivains; litterature francaise,12339,anthologies; ecrivains francais; litterature francaise
Le Petit Robert : dictionnaire alphabétique et analogique de la langue française /,,2321018968; 9782321018964,Le Robert,dictionaries; dictionnaires; dictionnaires francais; encyclopedies et dictionnaires francais; francais langue; french language vocabulary,12340,dictionaries; dictionnaires; encyclopedies et dictionnaires francais; francais langue; francais langue dictionnaires; french language vocabulary
La révolution psychédélique : une médecine de la conscience /,Olivier Chambon,2813222917; 9782813222916,Guy Trédaniel éditeur,maladies mentales,12341,hallucinogenes emploi en therapeutique; maladies mentales therapeutique
"Science, conscience et environnement : penser le monde complexe /",,9782130735588; 2130735584,PUF,ecologie; ethique de lenvironnement; etudes diverses; philosophie,12342,ecologie; ethique de lenvironnement; etudes diverses; philosophie
Le héros aux mille et un visages /,Joseph Campbell,9782848981222; 2848981229,Oxus,heros mythologie; mythologie comparee,12343,heros mythologie; mythologie comparee
L'amour et la justice comme compétences : trois essais de sociologie de l'action /,Luc Boltanski,9782070439584; 2070439585,Gallimard,amour justice sociologie,12344,amour justice sociologie
Lutter contre les pauvres : les politiques face à la mendicité dans le canton de Vaud /,Jean-Pierre Tabin,9782829004636; 2829004639,Ed d'en bas,enquetes; histoire; lausanne suisse vd; mendicite; pauvrete; vaud suisse,12345,enquetes; histoire; lausanne suisse vd; mendicite; pauvrete; vaud suisse
L'argent du quotidien /,Gilles Lazuech,9782753518650; 2753518653,Presses universitaires de Rennes,argent monnaie; famille; morale; relations intergenerationnelles; representations sociales; sociologie du quotidien,12346,argent monnaie; argent monnaie famille vie quotidienne; argent monnaie morale; argent monnaie psychologie; argent monnaie relations entre generations; argent monnaie representation sociale; argent monnaie symbole sociologie; famille; morale; relations entre generations; representations sociales; sociologie du quotidien
Hello anxiété /,Hadeel Ameer,9782263181481; 2263181482,Solar Editions,angoisse; anxiete; inquietude; ouvrages pour la jeunesse,12347,angoisse; anxiete; inquietude; ouvrages pour la jeunesse
Les conditions générales à la croisée du droit de la concurrence et du droit de la consommation : étude de droit suisse et de droit européen /,Dominique Junod Moser,3719019209; 9783719019204,Faculté de droit; Helbing & Lichtenhahn,droit suisse,12348,concurrence economique conditions generales consommation contrat obligations droit droit communautaire suisse
Le droit des successions /,Paul-Henri Steinauer,3727223448; 9783727223440,Stämpfli,erbrecht; grundlagenwerk; schweiz; successions droit suisse manuel,12349,erbrecht; grundlagenwerk; schweiz; successions droit suisse manuel
Traité de droit civil comparé /,Ernest Roguin,,F Rouge; Libr générale de droit et de jurisprudence F Pichon & Durand-Auzias,internationales privatrecht; schweiz; successions droit suisse manuel,12350,internationales privatrecht; schweiz; successions droit droit compare
"Les contre-cultures : genèses, circulations, pratiques /",,9782849504727; 2849504726,Syllepse,20e siecle 2e moitie21e siecle debut; actes de congres; contreculture; mouvements sociaux,12351,20e siecle 2e moitie21e siecle debut; actes de congres; contreculture; mouvements sociaux
Dictionnaire des mouvements sociaux /,,9782724611267; 2724611268,Presses de Sciences Po,mouvements sociaux,12352,mouvement social sociologie dictionnaire
Libération des femmes : les années-mouvement /,Françoise Picq,2020122391; 9782020122399,Ed du Seuil,feminisme france; mouvement de liberation des femmes france,12353,feminisme france; mouvement de liberation des femmes france
